Age,Gender,Height_cm,Weight_kg,Goal,Vegetarian,Diabetic,High_BP,Activity_Level,Dietary_Restrictions,Allergies,Preferred_Cuisine,BMI,BMR,activity_factor,Daily_Calories,target_protein_g,target_fat_g,target_carb_g,sodium_limit_mg,cal_breakfast,cal_lunch,cal_dinner,cal_snacks,recommended_weekly_exercise_hours,exercise_type,Diet_Recommendation
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2229,70.0,74.3,320.1,2300,490,691,780,268,2.4,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2480,70.0,82.7,363.9,2300,546,769,868,297,3.3,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2225,70.0,74.2,319.3,2300,490,690,779,266,3.09,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2495,70.0,83.2,366.5,2300,549,773,873,300,2.44,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2264,70.0,75.5,326.1,2300,498,702,792,272,3.18,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2511,70.0,83.7,369.4,2300,552,778,879,302,3.62,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2238,70.0,74.6,321.6,2300,492,694,783,269,2.01,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2274,70.0,75.8,328.0,2300,500,705,796,273,3.61,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2474,70.0,82.5,362.9,2300,544,767,866,297,3.4,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2238,70.0,74.6,321.6,2300,492,694,783,269,2.68,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2503,70.0,83.4,368.1,2300,551,776,876,300,2.31,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2256,70.0,75.2,324.8,2300,496,699,790,271,3.91,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2555,70.0,85.2,377.0,2300,562,792,894,307,2.67,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2227,70.0,74.2,319.8,2300,490,690,779,268,2.19,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2521,70.0,84.0,371.2,2300,555,782,882,302,2.19,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2531,70.0,84.4,372.8,2300,557,785,886,303,3.69,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2210,70.0,73.7,316.7,2300,486,685,774,265,3.21,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2273,70.0,75.8,327.7,2300,500,705,796,272,3.61,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2478,70.0,82.6,363.6,2300,545,768,867,298,3.46,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2212,70.0,73.7,317.2,2300,487,686,774,265,3.07,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2576,70.0,85.9,380.7,2300,567,799,902,308,3.95,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2313,70.0,77.1,334.8,2300,509,717,810,277,2.76,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2558,70.0,85.3,377.6,2300,563,793,895,307,3.1,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2239,70.0,74.6,321.9,2300,493,694,784,268,3.66,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2469,70.0,82.3,362.1,2300,543,765,864,297,3.24,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2282,70.0,76.1,329.3,2300,502,707,799,274,3.72,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2512,70.0,83.7,369.7,2300,553,779,879,301,3.15,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2472,70.0,82.4,362.6,2300,544,766,865,297,3.41,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2261,70.0,75.4,325.6,2300,497,701,791,272,2.09,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2461,70.0,82.0,360.8,2300,541,763,861,296,2.46,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2307,70.0,76.9,333.7,2300,508,715,807,277,2.58,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2489,70.0,83.0,365.5,2300,548,772,871,298,2.16,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2279,70.0,76.0,328.8,2300,501,706,798,274,2.47,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2496,70.0,83.2,366.8,2300,549,774,874,299,2.2,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2263,70.0,75.4,326.1,2300,498,702,792,271,2.56,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2266,70.0,75.5,326.6,2300,499,702,793,272,3.27,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2480,70.0,82.7,363.9,2300,546,769,868,297,2.73,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2579,70.0,86.0,381.2,2300,567,799,903,310,2.74,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2292,70.0,76.4,331.1,2300,504,711,802,275,2.42,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2575,70.0,85.8,380.7,2300,566,798,901,310,2.53,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2305,70.0,76.8,333.5,2300,507,715,807,276,3.87,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2532,70.0,84.4,373.1,2300,557,785,886,304,3.3,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2309,70.0,77.0,334.0,2300,508,716,808,277,3.22,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2215,70.0,73.8,317.7,2300,487,687,775,266,2.34,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2482,70.0,82.7,364.4,2300,546,769,869,298,3.46,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2463,70.0,82.1,361.0,2300,542,764,862,295,2.33,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2241,70.0,74.7,322.2,2300,493,695,784,269,2.76,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2506,70.0,83.5,368.6,2300,551,777,877,301,3.98,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2235,70.0,74.5,321.1,2300,492,693,782,268,3.28,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2561,70.0,85.4,378.1,2300,563,794,896,308,3.11,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2245,70.0,74.8,323.0,2300,494,696,786,269,3.37,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2236,70.0,74.5,321.4,2300,492,693,783,268,3.69,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2525,70.0,84.2,371.8,2300,556,783,884,302,3.55,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2221,70.0,74.0,318.8,2300,489,689,777,266,2.46,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2295,70.0,76.5,331.6,2300,505,711,803,276,2.06,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2213,70.0,73.8,317.2,2300,487,686,775,265,2.63,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2581,70.0,86.0,381.8,2300,568,800,903,310,2.54,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2292,70.0,76.4,331.1,2300,504,711,802,275,2.42,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2482,70.0,82.7,364.4,2300,546,769,869,298,3.89,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2205,70.0,73.5,315.9,2300,485,684,772,264,3.75,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2559,70.0,85.3,377.8,2300,563,793,896,307,2.63,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2284,70.0,76.1,329.8,2300,502,708,799,275,3.31,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2548,70.0,84.9,376.0,2300,561,790,892,305,2.79,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2292,70.0,76.4,331.1,2300,504,711,802,275,3.83,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2466,70.0,82.2,361.5,2300,543,764,863,296,2.92,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2502,70.0,83.4,367.8,2300,550,776,876,300,2.53,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2218,70.0,73.9,318.2,2300,488,688,776,266,2.49,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2565,70.0,85.5,378.9,2300,564,795,898,308,3.12,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2275,70.0,75.8,328.2,2300,500,705,796,274,2.53,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2498,70.0,83.3,367.1,2300,550,774,874,300,3.17,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2212,70.0,73.7,317.2,2300,487,686,774,265,3.8,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2496,70.0,83.2,366.8,2300,549,774,874,299,2.8,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2241,70.0,74.7,322.2,2300,493,695,784,269,2.44,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2287,70.0,76.2,330.3,2300,503,709,800,275,4.0,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2537,70.0,84.6,373.9,2300,558,786,888,305,3.02,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2305,70.0,76.8,333.5,2300,507,715,807,276,2.18,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2516,70.0,83.9,370.2,2300,554,780,881,301,2.09,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2218,70.0,73.9,318.2,2300,488,688,776,266,2.22,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2546,70.0,84.9,375.5,2300,560,789,891,306,3.25,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2552,70.0,85.1,376.5,2300,561,791,893,307,3.58,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2268,70.0,75.6,326.9,2300,499,703,794,272,2.84,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2292,70.0,76.4,331.1,2300,504,711,802,275,2.13,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2519,70.0,84.0,370.8,2300,554,781,882,302,2.76,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2523,70.0,84.1,371.5,2300,555,782,883,303,3.99,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2253,70.0,75.1,324.3,2300,496,698,789,270,3.06,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2208,70.0,73.6,316.4,2300,486,684,773,265,3.94,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2471,70.0,82.4,362.4,2300,544,766,865,296,3.72,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2208,70.0,73.6,316.4,2300,486,684,773,265,2.02,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2537,70.0,84.6,373.9,2300,558,786,888,305,3.44,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2240,70.0,74.7,321.9,2300,493,694,784,269,3.36,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2521,70.0,84.0,371.2,2300,555,782,882,302,3.07,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2307,70.0,76.9,333.7,2300,508,715,807,277,2.53,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2488,70.0,82.9,365.5,2300,547,771,871,299,3.28,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2251,70.0,75.0,324.0,2300,495,698,788,270,2.22,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2552,70.0,85.1,376.5,2300,561,791,893,307,2.87,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2486,70.0,82.9,365.0,2300,547,771,870,298,2.91,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2213,70.0,73.8,317.2,2300,487,686,775,265,3.91,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2493,70.0,83.1,366.3,2300,548,773,873,299,3.75,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2223,70.0,74.1,319.0,2300,489,689,778,267,2.53,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2309,70.0,77.0,334.0,2300,508,716,808,277,3.0,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2558,70.0,85.3,377.6,2300,563,793,895,307,2.36,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2536,70.0,84.5,373.9,2300,558,786,888,304,3.83,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2303,70.0,76.8,333.0,2300,507,714,806,276,3.74,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2295,70.0,76.5,331.6,2300,505,711,803,276,2.6,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2480,70.0,82.7,363.9,2300,546,769,868,297,3.28,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2569,70.0,85.6,379.6,2300,565,796,899,309,3.22,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2265,70.0,75.5,326.4,2300,498,702,793,272,2.31,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2558,70.0,85.3,377.6,2300,563,793,895,307,3.53,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2306,70.0,76.9,333.5,2300,507,715,807,277,3.08,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2241,70.0,74.7,322.2,2300,493,695,784,269,3.56,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2471,70.0,82.4,362.4,2300,544,766,865,296,3.06,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2230,70.0,74.3,320.3,2300,491,691,780,268,2.0,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2511,70.0,83.7,369.4,2300,552,778,879,302,2.65,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2560,70.0,85.3,378.1,2300,563,794,896,307,2.04,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2302,70.0,76.7,332.9,2300,506,714,806,276,3.86,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2458,70.0,81.9,360.2,2300,541,762,860,295,3.76,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2262,70.0,75.4,325.8,2300,498,701,792,271,3.66,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2509,70.0,83.6,369.2,2300,552,778,878,301,2.62,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2230,70.0,74.3,320.3,2300,491,691,780,268,2.12,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2218,70.0,73.9,318.2,2300,488,688,776,266,3.76,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2499,70.0,83.3,367.3,2300,550,775,875,299,3.89,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2311,70.0,77.0,334.5,2300,508,716,809,278,2.17,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2497,70.0,83.2,367.0,2300,549,774,874,300,2.97,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2263,70.0,75.4,326.1,2300,498,702,792,271,2.14,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2545,70.0,84.8,375.5,2300,560,789,891,305,3.52,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2246,70.0,74.9,323.0,2300,494,696,786,270,3.53,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2579,70.0,86.0,381.2,2300,567,799,903,310,2.26,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2313,70.0,77.1,334.8,2300,509,717,810,277,2.95,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2489,70.0,83.0,365.5,2300,548,772,871,298,3.1,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2261,70.0,75.4,325.6,2300,497,701,791,272,2.53,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2495,70.0,83.2,366.5,2300,549,773,873,300,3.74,Moderate (Cardio + Strength),Balanced
30,Female,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1451.5,1.55,2237,70.0,74.6,321.4,2300,492,693,783,269,2.85,Moderate (Cardio + Strength),Balanced
30,Male,170.0,70.0,maintain,No,No,No,Moderate,,,,24.22,1617.5,1.55,2462,70.0,82.1,360.8,2300,542,763,862,295,2.42,Moderate (Cardio + Strength),Balanced
